ENCODED_MCT,TA_YM,HPSN_MCT_BZN_CD_NM,closure_probability,risk_score,risk_level,risk_type,priority,classification_confidence,MCT_NM
158EC80184,202412,,0.2957849,29,Low,매출 급락형,urgent,0.3,푸른**
B360E93D13,202412,성수,0.2996959,29,Low,매출 급락형,urgent,0.3,칠렉******
D9A68478F5,202412,왕십리,0.2957849,29,Low,매출 급락형,urgent,0.3,굴과***
EED0404EC2,202412,,0.28185385,28,Low,매출 급락형,urgent,0.3,자연*****
D1AB16DDC4,202412,마장동,0.28395444,28,Low,매출 급락형,urgent,0.3,영화**
E0B79043DA,202412,마장동,0.28185385,28,Low,매출 급락형,urgent,0.3,신안**
BFDC273AED,202412,성수,0.285713,28,Low,매출 급락형,urgent,0.3,언니**
4CAFD6C3F4,202412,왕십리,0.28185385,28,Low,매출 급락형,urgent,0.3,김선*********
7A3D6D3CF9,202412,성수,0.28185385,28,Low,매출 급락형,urgent,0.3,로스*****
6FE0E66A8A,202412,왕십리,0.27911422,27,Low,매출 급락형,urgent,0.3,이디*
19C9B789DA,202412,성수,0.27911422,27,Low,매출 급락형,urgent,0.3,이오*
A3550D0BEC,202412,답십리,0.27911422,27,Low,매출 급락형,urgent,0.3,5오***
E6D7A15FD3,202412,한양대,0.27911422,27,Low,매출 급락형,urgent,0.3,레드**
98C0A088C7,202412,금남시장,0.2636505,26,Low,매출 급락형,urgent,0.3,백설*******
DE5727B21A,202412,신금호,0.2636505,26,Low,매출 급락형,urgent,0.3,커피*
B81D338DB6,202412,마장동,0.25320706,25,Low,매출 급락형,urgent,0.3,대성**
8EF97B1238,202412,성수,0.24414627,24,Low,매출 급락형,urgent,0.3,구아*
3842954B95,202412,왕십리,0.24845847,24,Low,기타 위험,watch,0.0,은좌**
9AFEF6448B,202412,성수,0.24567424,24,Low,매출 급락형,urgent,0.3,버터*
A7882F4EF8,202412,성수,0.24845847,24,Low,기타 위험,watch,0.0,참참**
E9EB56D7EC,202412,한양대,0.23653962,23,Low,매출 급락형,urgent,0.3,한양***
6C96251704,202412,성수,0.23841669,23,Low,매출 급락형,urgent,0.3,찌개**
1AEC503D19,202412,한양대,0.23858349,23,Low,매출 급락형,urgent,0.3,교촌*******
4F91DC078E,202412,뚝섬,0.22370113,22,Low,기타 위험,watch,0.6666666666666666,리커*******
04BACBFB49,202412,금남시장,0.21580705,21,Low,기타 위험,watch,0.6666666666666666,해장***
D3E9691832,202412,성수,0.21580705,21,Low,기타 위험,watch,0.6666666666666666,외가*
E4C901B00D,202412,성수,0.21032503,21,Low,기타 위험,watch,0.6666666666666666,성수****
B3F2BA9905,202412,왕십리,0.21624498,21,Low,매출 급락형,urgent,0.3,델리******
3DD6585AD5,202412,뚝섬,0.21580705,21,Low,기타 위험,watch,0.6666666666666666,이흥***
536CC51122,202412,,0.21580705,21,Low,기타 위험,watch,0.6666666666666666,달구***
44A9291640,202412,성수,0.21788278,21,Low,기타 위험,watch,0.6666666666666666,후프***************
9350A78BD7,202412,한양대,0.21580705,21,Low,기타 위험,watch,0.6666666666666666,동방***
B0A495C967,202412,왕십리,0.21203488,21,Low,매출 급락형,urgent,0.3,교촌*********
E64AD4E88B,202412,성수,0.21788278,21,Low,기타 위험,watch,0.6666666666666666,금*
E5BF99B7A0,202412,뚝섬,0.21032503,21,Low,기타 위험,watch,0.6666666666666666,성수****
755DCC736B,202412,뚝섬,0.21032503,21,Low,기타 위험,watch,0.6666666666666666,술래***
8BA83008CB,202412,뚝섬,0.21744664,21,Low,기타 위험,watch,0.0,주식******
80EC87C6D8,202412,,0.21744664,21,Low,기타 위험,watch,0.0,닥터**
F344AFB600,202412,,0.20513082,20,Low,매출 급락형,urgent,0.3,보라***
E402643C21,202412,한양대,0.20035836,20,Low,매출 급락형,urgent,0.3,한양**
DDAA9A9275,202412,,0.20513082,20,Low,매출 급락형,urgent,0.3,용두**
D3A10D3E66,202412,,0.20205027,20,Low,매출 급락형,urgent,0.3,하루**
01AB37892D,202412,마장동,0.20513082,20,Low,매출 급락형,urgent,0.3,구공**
62DCAD38F6,202412,성수,0.20474072,20,Low,매출 급락형,urgent,0.3,어커*******
3E82760740,202412,왕십리,0.19123437,19,Very Low,기타 위험,watch,0.6666666666666666,감성**
2FE9A7B0B7,202412,답십리,0.19308634,19,Very Low,매출 급락형,urgent,0.3,족팔*
13F02B91F6,202412,한양대,0.19185652,19,Very Low,매출 급락형,urgent,0.3,그*
319DABE70F,202412,성수,0.19331855,19,Very Low,기타 위험,watch,0.0,풍년**
F79C44E620,202412,뚝섬,0.19213426,19,Very Low,기타 위험,watch,0.6666666666666666,양복*
12E063A8BA,202412,,0.19120461,19,Very Low,매출 급락형,urgent,0.3,대연*
A6FFB4295C,202412,,0.19439006,19,Very Low,기타 위험,watch,0.0,엄마*****
F01D034A24,202412,,0.18496689,18,Very Low,매출 급락형,urgent,0.3,51****
2E4264DFBD,202412,성수,0.18788226,18,Very Low,매출 급락형,urgent,0.3,쿠켄**
69013447B1,202412,,0.18126333,18,Very Low,매출 급락형,urgent,0.3,냉삼*********
4C9BC35AD4,202412,뚝섬,0.18090326,18,Very Low,매출 급락형,urgent,0.3,파머********
7268E7807A,202412,마장동,0.17948571,17,Very Low,매출 급락형,urgent,0.3,보성**
9DBBC0BC17,202412,금남시장,0.17129329,17,Very Low,매출 급락형,urgent,0.3,윌로**
5811A8E05B,202412,장한평자동차,0.17558949,17,Very Low,매출 급락형,urgent,0.3,이일******
21348D6015,202412,,0.17558949,17,Very Low,매출 급락형,urgent,0.3,렉*
D8669EE2FB,202412,,0.17129329,17,Very Low,매출 급락형,urgent,0.3,우리**
DE1EB08231,202412,,0.1782301,17,Very Low,매출 급락형,urgent,0.3,본죽************
E17006A999,202412,뚝섬,0.17909364,17,Very Low,기타 위험,watch,0.6666666666666666,홍화*
B2781768EE,202412,성수,0.17558949,17,Very Low,매출 급락형,urgent,0.3,앙골******
B3CE00A387,202412,성수,0.17115662,17,Very Low,매출 급락형,urgent,0.3,몽땅***
B0A6B628D3,202412,성수,0.17558949,17,Very Low,매출 급락형,urgent,0.3,샵 *********
AAE6F17DA3,202412,왕십리,0.17909364,17,Very Low,기타 위험,watch,0.6666666666666666,섬마*
EFC23E5401,202412,옥수,0.17129329,17,Very Low,매출 급락형,urgent,0.3,오하****
F4013DE365,202412,,0.17115662,17,Very Low,매출 급락형,urgent,0.3,심재**
EBE0962975,202412,,0.17129329,17,Very Low,매출 급락형,urgent,0.3,이디***********************
DA5B732423,202412,뚝섬,0.1782301,17,Very Low,매출 급락형,urgent,0.3,셀렉***********
ACD79FDC67,202412,옥수,0.17909364,17,Very Low,기타 위험,watch,0.6666666666666666,한촌********
4F6821E9D7,202412,뚝섬,0.1782301,17,Very Low,매출 급락형,urgent,0.3,스시*****
6E3F359ACF,202412,,0.17558949,17,Very Low,매출 급락형,urgent,0.3,마장*
656E1E70AF,202412,성수,0.17129329,17,Very Low,매출 급락형,urgent,0.3,귀농**
24F5384BB4,202412,성수,0.16818818,16,Very Low,매출 급락형,urgent,0.3,오푸******
50E5564482,202412,답십리,0.15657058,15,Very Low,기타 위험,watch,0.0,목포**
E4A76A9E0C,202412,,0.15122369,15,Very Low,매출 급락형,urgent,0.3,뱅뱅******
C719A39BCF,202412,금남시장,0.1593303,15,Very Low,매출 급락형,urgent,0.3,다락*
F05842A4EB,202412,옥수,0.15978332,15,Very Low,기타 위험,watch,0.0,옥수************************
E530039112,202412,왕십리,0.15125586,15,Very Low,매출 급락형,urgent,0.3,리틀************************
AE9390EB40,202412,마장동,0.1566573,15,Very Low,기타 위험,watch,0.6666666666666666,광장**
FCE1F472A0,202412,,0.15295832,15,Very Low,경쟁 열위형,important,0.4,송림***
6D3DAB1193,202412,왕십리,0.14058523,14,Very Low,매출 급락형,urgent,0.3,한아*
EA5FAE889A,202412,한양대,0.14534649,14,Very Low,매출 급락형,urgent,0.3,더스******
F4D804EFA3,202412,마장동,0.14269288,14,Very Low,매출 급락형,urgent,0.3,명진****
BD1FD7F407,202412,행당,0.14460172,14,Very Low,기타 위험,watch,0.6666666666666666,바르********
A1FFD25FC7,202412,금남시장,0.14460172,14,Very Low,기타 위험,watch,0.6666666666666666,이가***
CA3624AE85,202412,옥수,0.14269288,14,Very Low,매출 급락형,urgent,0.3,탕끓****
E1C897591D,202412,한양대,0.14460172,14,Very Low,기타 위험,watch,0.6666666666666666,코페*
03360C97C5,202412,답십리,0.14460172,14,Very Low,기타 위험,watch,0.6666666666666666,레벤**
AE8886AFC8,202412,왕십리,0.14460172,14,Very Low,기타 위험,watch,0.6666666666666666,남원***
21B52E1F0F,202412,,0.14460172,14,Very Low,기타 위험,watch,0.6666666666666666,단일**
41BCC06E83,202412,한양대,0.14573759,14,Very Low,기타 위험,watch,0.0,압구***********
3FE6E9531A,202412,왕십리,0.14460172,14,Very Low,기타 위험,watch,0.6666666666666666,원제**
6B61E9F331,202412,성수,0.14460172,14,Very Low,기타 위험,watch,0.6666666666666666,어퍼************
99C504D739,202412,한양대,0.14580514,14,Very Low,매출 급락형,urgent,0.3,오케*******************
937948A121,202412,답십리,0.14460172,14,Very Low,기타 위험,watch,0.6666666666666666,소문*******
89D3C820E9,202412,성수,0.14460172,14,Very Low,기타 위험,watch,0.6666666666666666,하피********
4FAC32FBDC,202412,성수,0.14460172,14,Very Low,기타 위험,watch,0.6666666666666666,우리***
1C3EE116AE,202412,왕십리,0.14534649,14,Very Low,매출 급락형,urgent,0.3,노가***
20B5CCDB99,202412,마장동,0.14098606,14,Very Low,매출 급락형,urgent,0.5,동철**
4D712FD5CB,202412,행당,0.14269288,14,Very Low,매출 급락형,urgent,0.3,윌비*************
30D877AA68,202412,한양대,0.14643854,14,Very Low,매출 급락형,urgent,0.3,틈새*******
BF88DF05E7,202412,왕십리,0.13661839,13,Very Low,경쟁 열위형,important,0.4,에스***********
F3C9F5931D,202412,,0.13198684,13,Very Low,매출 급락형,urgent,0.3,연이*
9345D90AE7,202412,,0.13939762,13,Very Low,매출 급락형,urgent,0.3,청실**
FF0B7211A6,202412,,0.13661839,13,Very Low,경쟁 열위형,important,0.4,동일**
670C37D448,202412,뚝섬,0.122751,12,Very Low,매출 급락형,urgent,0.3,김밥**
4E5DEDBDDC,202412,왕십리,0.121978246,12,Very Low,매출 급락형,urgent,0.3,바리*******
A42F386CE4,202412,왕십리,0.12962204,12,Very Low,매출 급락형,urgent,0.3,동네**
E8E65B04C4,202412,답십리,0.121978246,12,Very Low,매출 급락형,urgent,0.3,북촌******
559A0E2C40,202412,왕십리,0.12203327,12,Very Low,매출 급락형,urgent,0.3,먹어****
4FD2CD656B,202412,왕십리,0.121978246,12,Very Low,매출 급락형,urgent,0.3,폼드*****
FC1BE5CBBF,202412,성수,0.12563448,12,Very Low,경쟁 열위형,important,0.4,태양*****
01F74A3D59,202412,성수,0.121978246,12,Very Low,매출 급락형,urgent,0.3,영계*******
820A26A28C,202412,왕십리,0.121978246,12,Very Low,매출 급락형,urgent,0.3,국대**
E47826B7B5,202412,금남시장,0.120530464,12,Very Low,기타 위험,watch,0.6666666666666666,페리****
695306E501,202412,성수,0.12517722,12,Very Low,매출 급락형,urgent,0.3,중앙***
5B0E07A8BA,202412,성수,0.121256456,12,Very Low,매출 급락형,urgent,0.3,성수******************
842D25724F,202412,왕십리,0.12198157,12,Very Low,기타 위험,watch,0.0,투썸*********
AA429ED22A,202412,,0.12203327,12,Very Low,매출 급락형,urgent,0.3,라빠*****
844FB79595,202412,마장동,0.12203327,12,Very Low,매출 급락형,urgent,0.3,한우**
F1157A79D0,202412,,0.12517722,12,Very Low,매출 급락형,urgent,0.3,투썸***********
AA5A44BFF2,202412,성수,0.12517722,12,Very Low,매출 급락형,urgent,0.3,신성****
6D19A5E92A,202412,성수,0.121978246,12,Very Low,매출 급락형,urgent,0.3,중국*
9CC514117B,202412,한양대,0.12203327,12,Very Low,매출 급락형,urgent,0.3,의정******
0B20C4C788,202412,성수,0.121978246,12,Very Low,매출 급락형,urgent,0.3,펀비**
4C8487EFAE,202412,,0.11156011,11,Very Low,정상,normal,0.0,코트***
DC88E0D1FD,202412,성수,0.11263779,11,Very Low,정상,normal,0.0,리틀****
5828134AC4,202412,,0.1162843,11,Very Low,정상,normal,0.0,영 ****
C8E76C194D,202412,한양대,0.11230327,11,Very Low,정상,normal,0.0,칠구**************
AA062AE1FC,202412,뚝섬,0.11884464,11,Very Low,정상,normal,0.0,호타*
1DFD18A8D0,202412,성수,0.10951271,10,Very Low,정상,normal,0.0,맛닭*******
C37E3670B1,202412,,0.1043668,10,Very Low,정상,normal,0.0,더(*************
9656D883D6,202412,금남시장,0.10951271,10,Very Low,정상,normal,0.0,소설*
FBBAC0BE34,202412,,0.10652914,10,Very Low,정상,normal,0.0,두마***********
67FCC5D980,202412,,0.10951271,10,Very Low,정상,normal,0.0,명태**
B017B263BC,202412,왕십리,0.10951271,10,Very Low,정상,normal,0.0,와플********
4EBEB61964,202412,옥수,0.1054488,10,Very Low,정상,normal,0.0,스시*********
082F14367D,202412,,0.10951271,10,Very Low,정상,normal,0.0,은지*
4F4288168A,202412,성수,0.1003387,10,Very Low,정상,normal,0.0,매머****************
54A86F9105,202412,뚝섬,0.10731373,10,Very Low,정상,normal,0.0,온센*******
BD61CF1C6B,202412,마장동,0.100663856,10,Very Low,정상,normal,0.0,신우**
53F5775D15,202412,금남시장,0.10951271,10,Very Low,정상,normal,0.0,바람*****
14575F7112,202412,옥수,0.1043668,10,Very Low,정상,normal,0.0,둘둘**
52F80BA32C,202412,한양대,0.10951271,10,Very Low,정상,normal,0.0,와플*********
0AA044D334,202412,옥수,0.10951271,10,Very Low,정상,normal,0.0,베이****
C920395745,202412,,0.10951271,10,Very Low,정상,normal,0.0,치킨***
73623D09A9,202412,한양대,0.10897627,10,Very Low,정상,normal,0.0,불닭****************
A35823D681,202412,금남시장,0.1054488,10,Very Low,정상,normal,0.0,원더*****
77F596FCF5,202412,한양대,0.10951271,10,Very Low,정상,normal,0.0,본죽*********
6F85E6F670,202412,성수,0.1054488,10,Very Low,정상,normal,0.0,에르*******
42326C1AF5,202412,한양대,0.10897627,10,Very Low,정상,normal,0.0,금*
65EB7F45A2,202412,,0.09266252,9,Very Low,정상,normal,0.0,케키*******
7069AC584A,202412,신금호,0.09673937,9,Very Low,정상,normal,0.0,카이**
3F3F64EAED,202412,뚝섬,0.093194,9,Very Low,정상,normal,0.0,어묵******
C65FEFD6D4,202412,,0.093194,9,Very Low,정상,normal,0.0,투달***************************
B870F34E7B,202412,,0.096191056,9,Very Low,정상,normal,0.0,달님**
24CE0F822B,202412,금남시장,0.09632496,9,Very Low,정상,normal,0.0,쉼*
D218E37580,202412,,0.09059624,9,Very Low,정상,normal,0.0,본도*******
ED35FCD6A1,202412,옥수,0.093194,9,Very Low,정상,normal,0.0,테이********************
537EED164B,202412,왕십리,0.093194,9,Very Low,정상,normal,0.0,다*
A9FCCF1023,202412,뚝섬,0.09650484,9,Very Low,정상,normal,0.0,불난*******
3D7A63FFA7,202412,신금호,0.09981319,9,Very Low,정상,normal,0.0,토핑**
BBE9114104,202412,성수,0.093194,9,Very Low,정상,normal,0.0,희*
F1B5E625FC,202412,성수,0.093194,9,Very Low,정상,normal,0.0,투다****
0E614A7B1A,202412,,0.093194,9,Very Low,정상,normal,0.0,후*
38EDE3F91C,202412,행당,0.098079175,9,Very Low,정상,normal,0.0,피자*******
6CF34390D0,202412,왕십리,0.093194,9,Very Low,정상,normal,0.0,호*
51469424CB,202412,,0.093790404,9,Very Low,정상,normal,0.0,공차**********
ED180381CA,202412,성수,0.093194,9,Very Low,정상,normal,0.0,피터*
E00E398B70,202412,신금호,0.09632496,9,Very Low,정상,normal,0.0,티바*********
40A4DCBA7F,202412,왕십리,0.095904075,9,Very Low,정상,normal,0.0,순천**
2BE371C2DE,202412,성수,0.09960431,9,Very Low,정상,normal,0.0,카스**************
591FFE0261,202412,뚝섬,0.093194,9,Very Low,정상,normal,0.0,옴시********
14AAED5A5C,202412,마장동,0.09351457,9,Very Low,정상,normal,0.0,마장****
DC2433C636,202412,마장동,0.09060176,9,Very Low,정상,normal,0.0,유현**
D3C9F2C2F5,202412,뚝섬,0.093194,9,Very Low,정상,normal,0.0,성수****
B78082EBDD,202412,한양대,0.093194,9,Very Low,정상,normal,0.0,띵똥**
6C1F093FD7,202412,한양대,0.093194,9,Very Low,정상,normal,0.0,뺑드*
9972114004,202412,왕십리,0.09266508,9,Very Low,정상,normal,0.0,랑데********
FAB0188A01,202412,,0.093194,9,Very Low,정상,normal,0.0,비엔************
C508123D9A,202412,성수,0.093194,9,Very Low,정상,normal,0.0,전자*
862A6A9582,202412,답십리,0.09673937,9,Very Low,정상,normal,0.0,일인**
00FDB35E9C,202412,,0.08202957,8,Very Low,정상,normal,0.0,작은**
5EB844551A,202412,왕십리,0.085079424,8,Very Low,정상,normal,0.0,아토******
665886A952,202412,,0.08232317,8,Very Low,정상,normal,0.0,고박******
C81BDB335C,202412,금남시장,0.08759303,8,Very Low,정상,normal,0.0,고향**
51BEB72D68,202412,성수,0.08168413,8,Very Low,정상,normal,0.0,국보*
07F3A46C54,202412,한양대,0.08411112,8,Very Low,정상,normal,0.0,화미**
305E16DCD0,202412,왕십리,0.08345637,8,Very Low,정상,normal,0.0,양자*
2F2BBD5117,202412,,0.08610481,8,Very Low,정상,normal,0.0,아재********
E57A82C28E,202412,왕십리,0.085079424,8,Very Low,정상,normal,0.0,신기****
C3358FB0BB,202412,,0.085079424,8,Very Low,정상,normal,0.0,맘스***********
66EE334562,202412,답십리,0.085079424,8,Very Low,정상,normal,0.0,용답**
BCA89C9A13,202412,뚝섬,0.08459201,8,Very Low,정상,normal,0.0,커피*******
3EB675E82D,202412,성수,0.08693322,8,Very Low,정상,normal,0.0,혜성**
9A750B743F,202412,뚝섬,0.080020614,8,Very Low,정상,normal,0.0,시원********
4C102E76F9,202412,성수,0.080020614,8,Very Low,정상,normal,0.0,호랑****
E4313DDAAD,202412,금남시장,0.085079424,8,Very Low,정상,normal,0.0,곽가*****
DA4DC755CB,202412,,0.076051906,7,Very Low,정상,normal,0.0,송정**
AF2688FD34,202412,한양대,0.07640837,7,Very Low,정상,normal,0.0,장모**
B9FF00B43A,202412,,0.07936876,7,Very Low,정상,normal,0.0,얼음*****************
C506E14D73,202412,행당,0.077276215,7,Very Low,정상,normal,0.0,국수*******
54529B6426,202412,뚝섬,0.07085879,7,Very Low,정상,normal,0.0,둘둘***********
CF851F9D05,202412,뚝섬,0.072234586,7,Very Low,정상,normal,0.0,멘야******
09544ED347,202412,성수,0.07332624,7,Very Low,정상,normal,0.0,또*
BAACCE3A2C,202412,장한평자동차,0.07006296,7,Very Low,정상,normal,0.0,좋은**
FC9A5609D6,202412,성수,0.074558,7,Very Low,정상,normal,0.0,대낚**
565439335B,202412,금남시장,0.07551322,7,Very Low,정상,normal,0.0,와우**
73FBCF7FB1,202412,성수,0.07730071,7,Very Low,정상,normal,0.0,베스****
0C02E54954,202412,,0.07014669,7,Very Low,정상,normal,0.0,컴포*********
57ECFF0227,202412,성수,0.07640837,7,Very Low,정상,normal,0.0,시옹**
91BD541A0F,202412,성수,0.07861245,7,Very Low,정상,normal,0.0,금별******
623E90D289,202412,뚝섬,0.060338654,6,Very Low,정상,normal,0.0,커피**************
9B97EB469A,202412,답십리,0.06441555,6,Very Low,정상,normal,0.0,통영*****
30A5227B23,202412,마장동,0.0680615,6,Very Low,정상,normal,0.0,한국**
5F4BD315F9,202412,,0.06542693,6,Very Low,정상,normal,0.0,팔분***
1389DE67CE,202412,금남시장,0.06980708,6,Very Low,정상,normal,0.0,프롬**************
B1F6E35E99,202412,,0.069973685,6,Very Low,정상,normal,0.0,우대*******
FEE6966193,202412,,0.06333791,6,Very Low,정상,normal,0.0,유니********
86263312C9,202412,한양대,0.069973685,6,Very Low,정상,normal,0.0,파머********
1C0E3D3E9C,202412,,0.06333791,6,Very Low,정상,normal,0.0,스텔***********
9DA9844737,202412,뚝섬,0.069973685,6,Very Low,정상,normal,0.0,젠틀**********
CA43DFDEA8,202412,성수,0.06980708,6,Very Low,정상,normal,0.0,롸카********
